A13,A14,A15,A16,A17,A18,A19,A20,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A1,A2,A6,A3,A4,A5,A7,A9,A10,A11,A12,A32,A33,A34,A35,A8,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,Bankrupt?
331285,56318,55872,112190,219095,230774,2298,6295,31789,-37455,-5666,-10652,-16318,392,-1816,-15926,-759,-16685,331285,212152,119133,18705,36750,1087,745,7992,0,0,47570,-21433,-120245,146866,38091055,218350,3.767037182,3.74773607,0.332131823,-8.985682819,0.33865101,0.827752539,1.952892415,0.513808106,2.952892415,0.173224858,0.936834969,1.003411953,0.265460613,0.178237755,1.156060272,0.1918461,42.90378007,0.66506268,0.038777941,1.410518885,0.167735457,0.06225723,-0.060887833,-0.078646442,-2.087712713,0.07615418,0.978004195,1.178237755,159.4325081,33.50844632,5.712667904,-166355,1.284566976,-0.674226934,7.997358219,1.475737415,3.659129032,-25.16340711,-0.201091392,2.339500031,0.618258376,3.384498736,11.92408985,-15.14038128,-1.733937824,-0.188286707,-0.000438029,0.002624291,-0.004367298,0
121748,86032,35706,121738,10,10,0,5016,0,-1012,-1012,-15599,-16611,21751,-1197,5140,-1091,4049,121748,120004,1744,3052,13057,0,0,0,0,0,0,-106,0,-626,0,10,1.394876325,1.394876325,0.035475172,-13.87719298,0.999917863,0.293360055,8.21E-05,12173.8,1.000082144,0.108804707,1,1,0.716909436,0,0,0,0,0.011763065,0.008690388,0,1305.7,0.034045666,-0.139672156,0.033740542,0,404.9,-4.102494443,0,0,0,0,-106,-0.026179304,0,0.089129183,-3767.291072,0,0,-0.24917784,2.007867644,0.048566433,-0.534918447,-0.534918447,-0.206506162,-0.316216216,-0.206506162,0,0,0,0
1376048,74631,818626,893257,482791,459000,30088,52122,79861,-67142,12719,-3915,8804,-12988,-14204,-4184,1440,-2744,1376048,48013,1328035,15171,15020,0,1266509,18279,0,0,0,34230,-81037,45054,0,-783718,0.643338559,0.643338559,0.203280138,0.619825401,0.649146687,0.025368301,0.54048387,-1.139768386,1.54048387,0.312831941,-1.602406929,0.616026428,1.554391519,0.159264222,0.188076783,0,0,0.899652959,0.209846398,1.437141285,0.03111077,0.002040877,0.006548062,-0.057151188,-0.150117621,0.005683619,-3.20845481,0.840735778,104.9586156,4.90226769,17.78590301,29772,-12.4744898,0.428619727,2.545889983,-1.35452199,1.0336501,0.921105996,-0.348665414,2.049200668,0.048024664,-0.42136394,-0.328602887,-0.206703911,-0.368752792,-0.371477347,0,0,0,0
7679262,309339,728742,1038081,6641181,5333080,866136,10,0,0,0,261990,261990,-8253,-8947,253737,-10,253727,7679262,475284,7203978,950,0,0,0,0,0,0,7203978,-8438,-3108759,-99363,0,6641181,1.536450302,1.536450302,0.003071064,29.28244104,0.135179787,0.959717613,6.397555682,0.156309699,7.397555682,0,1.071293693,1,0.65085086,0,0,0,0,0,0,0,0,0.033845493,0.034947722,0.533842923,0,0.038205102,1.032566499,0,0,0,0,-470403,-0.033256216,0,0.112557302,1.119884553,0,0,1.048334089,2.314812849,0.04994155,0.884204065,1.025069238,0.789805915,0,0.789805915,0,0,0,0
2175356,114928,1768455,1883383,291973,1160193,-5,0,19438,-38490,-19052,25909,6857,1304,-2,8161,0,8161,2175356,239917,1935439,18220,136797,0,31,52,0,0,74192,-7812,-20,14643,0,291942,2.087541765,2.087541765,0.158534039,3428.5,0.865781509,0.947153937,0.155025823,6.451223188,1.155025823,0.570184689,0.251633356,1.000106185,0.479032332,0.98014199,7.03760675,0,0,0.334905332,0.07546019,0.002729372,0.468526199,0.003566846,0.00299692,0.034015931,156.9423077,0.027951215,0.84021566,1.98014199,64.73402613,133.290462,0.010289124,143606,-0.957235633,-0.401893199,0.341431253,8.867411774,2.847718406,1.837696604,-0.868337344,1.934192587,-0.09385652,-0.55724573,-1.291526756,-1.227421976,-2.001366551,-0.868336229,0,0,0,0
1806112,397331,693544,1090875,715237,416544,314332,19998,233104,-184096,49008,-40716,8292,3022,-10939,11314,-4251,7063,1806112,629127,1176985,71507,229800,53525,387092,250782,0,0,208556,78095,-289903,170887,43661030,328145,1.583382621,1.448671259,0.179968339,0.758021757,0.603990782,0.565684188,0.655654406,3.3243688,1.655654406,0.365268062,0.448974929,2.179637051,0.631559288,0.210240923,0.985826069,1.092168626,4.586062154,0.46333158,0.08939216,5.117164545,0.321292103,0.004185658,0.004913985,0.011226668,0.028163903,0.009875048,1.17400538,0.789759077,102.9591942,17.46688174,4.692755165,62033,11.05691632,0.335022136,4.628046573,3.4454947,2.576120048,4.602622089,0.002564342,2.11681926,0.15130939,-0.835061496,-0.830314242,-0.862880955,-0.464732738,0.003898383,0.000161769,-0.010575747,0.001420786,0
2041664,1168234,536705,1704939,336725,363558,388,92442,122156,-20059,102097,-10251,91846,-25821,-26866,66025,-21441,44584,2041664,165709,1875955,7899,25273,0,1847527,2463,0,0,0,91415,-64408,-23044,0,-1510802,0.141845726,0.141845726,0.006761488,3.418670438,0.835073254,-0.477109358,0.197499735,-1.1284993,1.197499735,0.152514347,-4.151170778,0.222878312,7.049912799,0.835791938,0.206891188,0,0,0.017170361,0.735116337,0.024124117,0.075055312,0.022106362,0.045540573,0.269049961,18.10150223,0.132404781,2.060066392,0.164208062,64.35787026,8.391728609,21.99318904,64034,2.050399246,0.748346377,4.532686763,4.358700942,-28.97554517,-1102.525321,-0.542606637,2.046651215,0.024969803,29.27950454,32.42128936,0.87360519,0.852066176,-0.605523453,0,0,0,0
229199,44821,56270,101091,128108,73289,49310,8364,21836,-20314,1522,-6749,-5227,633,-2788,-4594,-48,-4642,229199,93845,135354,13543,30890,41356,1378,86193,0,0,5322,1745,-2273,189,44287,126730,2.093773008,1.17108052,0.302157471,-1.87482066,0.441062134,0.798432803,1.267254256,0.797687998,2.267254256,0.329159785,1.033695218,1.010873511,0.477606692,0.069701411,1.41463638,27.17214192,0.505285675,0.453225051,0.01620209,56.63140604,0.241124676,0.020189763,-0.022734143,-0.049464543,-0.053855882,0.036235052,1.126023266,0.930298589,136.925261,30.9076754,12.76790621,12118,-0.375915554,0.079913904,0.75896459,1.572443169,1.337062703,1.062773723,-0.554256447,2.025508452,-0.006239215,-0.573593396,-0.605741464,-0.496192771,-0.762075973,-0.557447017,-0.104816312,-0.163614605,0.273624314,0
1033599,442875,331701,774576,259023,228428,23734,0,193524,-162553,30971,-11171,19800,-6198,-10879,13602,-4577,9025,1033599,427452,606147,118613,0,5054,480681,6479,0,0,3225,51463,-10200,53772,0,-221658,0.965175275,0.953763477,0.267825007,1.820020222,0.74939701,0.106465854,0.334406178,-3.494464445,1.334406178,0,-0.879030147,1.168570501,1.036081244,0.160036998,0,0.163184915,40.80145582,0.367040361,0.08070335,0.209195699,0,0.009241359,0.020274671,0.021113482,1.392961877,0.034842466,2.193905817,0.839963002,97.75531717,5.772410657,5.621524979,68812,5.702271468,0.265925673,5.269673598,2.74126696,-2.953177225,0.610253455,0.058497371,2.122733811,0.123993967,0.024599497,0.035214499,-0.038741625,-0.170412236,0.06993989,0,0,0,0
2030747,83987,1043928,1127915,902832,916000,31765,190481,69607,-72095,-2488,-10099,-12587,-16796,0,-29383,2522,-26861,2030747,92032,1938715,4099,13984,0,159423,82345,0,0,0,35257,-56423,13500,0,743409,1.095788634,1.095788634,0.048805172,0,0.55541877,0.880137703,0.800443296,1.517219996,1.800443296,0.151947149,0.784381149,1.214448574,0.912584753,0.035743532,0.200899335,0,0,0.858406658,0.034778962,33.09686495,0.015489039,0.013314976,-0.006239366,-0.291865873,-0.326200741,0.029751936,0.468597595,1.035743532,114.4597526,14.50859827,0,42684,-1.312572131,0.506515149,1.747686634,5.250767391,-25.25110742,68.73168855,0.183090077,2.002145433,0.013368045,5.157498079,5.157955066,1.663351672,-1.894964029,0.183090077,0,0,0,0
1288365,904716,155686,1060402,227963,972123,6500,119751,114324,-105486,8838,56669,65507,-15568,-15855,49939,381,50320,1288365,46528,1241837,7263,23279,5098,1222184,13690,0,0,0,72089,-59292,-24651,0,-994221,0.051428294,0.045793376,0.008027934,4.131630401,0.823060235,-0.650852049,0.214977905,-1.066565683,1.214977905,0.500322387,-1.015938722,0.229288056,19.44454952,0.077306602,0.203623036,0.576827337,25.87660984,0.116595705,0.159950773,1.548992985,0.102117449,0.039165644,0.050986166,1.081499312,3.675675676,0.220737576,1.301808426,0.922693398,56.23578601,49.56876946,13.86847906,64618,1.432611288,0.63056751,5.610914388,4.308505835,8.152328773,56.70301862,-0.533703936,2.055855184,0.005565728,2.259124413,-4.764776298,3.753428634,-0.685043299,-0.560329998,0,0,0,0
518596,449630,22421,472051,46545,1000,0,0,284091,0,284091,-102845,181246,62931,0,244177,-75020,169157,518596,461891,56705,259508,3722,0,0,56705,0,0,0,306363,-14573,-272878,0,46545,1.027269088,1.027269088,0.577158997,0,0.910248054,0.132985985,0.098601634,10.14181974,1.098601634,0.008058178,46.545,1,0.973454776,1,0.013101436,0,0,0,0.778260077,0.199601536,0.079965625,0.405939454,0.434950385,0.366227097,2.983105546,3.634267913,1.071466153,0,62.60845997,36.20142842,0,274854,1.8111163,1.078397415,73.52035613,15.01040641,1,4.566978479,-0.235432743,2.764944543,0.647309205,-0.270039376,1.25964467,1.055875681,0.275815767,-0.235432743,0,0,0,0
7330660,476678,78655,555333,6775327,5526232,865105,0,0,0,0,229736,229736,-6150,-6286,223586,0,223586,7330660,114215,7216445,112277,0,0,0,0,0,0,7139273,-1604,-20000,0,593631391,6775327,0.239606191,0.239606191,0.235540554,36.54724785,0.075754843,0.93497475,12.20047611,0.081964014,13.20047611,0,1.060079761,1,4.173514862,0,0,0,0,0,0,0,0,0.031397139,0.032260755,1.957588758,0,0.033000031,1.027506194,0,0,0,0,-406535,-0.007173973,0,0.022524224,1.052999992,0,0,1.527772122,2.072517443,0.060603167,1.345037866,1.494099012,1.291082434,0,1.291082434,0.000376641,-0.000743084,-0.000684827,0
3300900,1784985,537068,2322053,978847,772741,206106,4892,829406,-710105,119301,-98929,20372,-18101,-22971,2271,6103,8374,3300900,2364196,936704,644981,879115,493913,761952,26089,0,0,10,475037,-30274,-89116,0,216895,1.324490682,1.047786396,0.36133693,0.886857342,0.703460571,0.228411342,0.42154378,10.70588534,1.42154378,0.371845228,0.221582127,4.512999378,0.755007199,0.143839085,1.059933253,4.140057502,1.555068665,0.39782127,0.051919549,0.218682157,0.89811278,0.002600332,0.006326006,0.003542008,0.32097819,0.008554963,2.432768092,0.856160915,99.57752898,11.92769283,2.769572441,668805,56.72760927,0.572743626,14.75106413,0.375924837,28.51093707,161.2686284,0.051548307,1.986224734,0.051303978,-0.763247283,-0.761118243,-0.668078728,-0.134559304,0.048021732,0,0,0,0
516728,777,0,777,515951,377065,109652,0,0,0,0,14539,14539,195,-22,14734,0,14734,516728,33069,483659,28277,0,0,0,0,0,0,460409,-6176,34000,-836,23582833,515951,42.55984556,42.55984556,36.39253539,660.8636364,0.001503692,0.998496308,664.029601,0.001505957,665.029601,0,1.060063651,1,0.023496326,0,0,0,0,0,0,0,0,0.028867583,0.028485529,0.445553237,0,0.028556975,0.986765305,0,0,0,0,-29680,-0.419166554,0,1.210032533,1.014938357,0,0,0.037299035,1.973114223,0.025109558,0.004844362,0.052804573,0.037758744,0,0.037758744,0.000624777,0.001369301,-0.001258543,0
457,185,0,185,272,501,0,0,25,0,25,-201,-176,0,0,-176,0,-176,457,457,0,36,421,0,0,0,0,0,0,-346,187,0,501000,272,2.47027027,2.47027027,0.194594595,0,0.404814004,0.595185996,1.47027027,0.680147059,2.47027027,0.921225383,0.542914172,1,0.404814004,1,16.84,0,0,0,0.04995005,0,1.547794118,0.295549958,-0.295549958,-0.38512035,0,0.647058824,1,0,804,804,0,-96,1.965909091,-13.84,58.10243493,1.680147059,1,-3.01201373,-0.55233853,1.408430233,-0.377384196,6.342710997,2.826086957,-36.2,-0.938271605,-0.4975,-0.000351297,0.000542914,-0.000191617,0
189278,1493,0,1493,187785,134303,75823,0,0,0,0,-2225,-2225,2,0,-2223,0,-2223,189278,2711,186567,289,2369,0,0,0,0,0,186567,2,0,0,0,187785,1.8158071,1.8158071,0.193569993,0,0.007887869,0.992112131,125.7769591,0.007950582,126.7769591,0.873847289,0.893678079,1,0.550719292,0,0,0,0,0,0,0,0.012615491,0.01161348,-0.011623928,-0.819992623,0,0.011838006,1.000899685,0,0,0,0,4277,-0.000899685,0,0.001044847,1.007044559,0,0,-0.666466797,1.98920569,-0.022086974,-0.659180411,-0.666766602,-0.61717137,0,-0.61717137,0,0,0,0
12651,22263,71473,93736,-81085,19766,1157,54590,0,0,0,0,0,0,0,0,0,0,12651,9227,3424,668,688,7575,0,3307,0,0,117,5307,-23,-4655,9116000,-81085,0.414454476,0.074203836,0.030004941,0,7.409374753,-0.759781835,-0.865035845,-1.156021459,0.134964155,0.07456378,-3.875400277,1,2.412810231,0,0,0,0,0,0,0,0.008484923,0,0,0,0,0,0,0,0,0,0,5010,0,0,41.13953488,0,0,0,0,1.963768116,-0.037873603,0,0,0,0,0,0,-0.009270404,0.000549583,0
634089,262345,88223,350568,283521,180000,74425,2263,86067,-73511,12556,-15495,-2939,-6892,-8729,-9831,3321,-6510,634089,281072,353017,12471,119130,125793,11,134837,0,0,37380,9740,-23107,14402,21961955,283510,1.071383102,0.591888544,0.047536641,-0.336693779,0.552868761,0.586247356,0.808747518,1.236527812,1.808747518,0.423841578,1.114316596,1.000038799,0.933372944,0.145886344,1.384154205,10.01855687,0.60675669,0.280207361,0.04607791,10.73884995,0.420180516,0.010575547,-0.004774429,-0.023161325,-0.048280516,0.022961262,0.451459293,0.854113656,109.6982583,18.00341594,10.1420986,14460,-1.496159754,0.113167648,1.58227077,7.4810593,1.911988154,7.575281427,-0.161404081,2.038445141,0.062031344,0.121572635,-2.103202847,-1.264965741,-0.530844823,-0.176289852,-0.000296422,-0.003164381,0.000658411,0
4542484,574010,1789200,2363210,2179274,2009942,284250,158,119949,-77954,41995,-7261,34734,-29941,-32431,4793,-2180,2613,4542484,458240,4084244,5469,86364,0,2041,0,0,0,3652201,422587,-196300,-235985,132113940,2177233,0.798313618,0.798313618,0.009527709,1.071012303,0.520246191,0.873185904,0.922166883,1.08541897,1.922166883,0.188468925,0.949019524,1.000937428,1.252640538,0.350107129,0.720006003,0,0,0.135805996,0.062802178,0,0.039629712,0.000552845,0.00734884,0.005702252,0,0.001199023,13.29276693,0.649892871,99.89745642,6.053406031,27.0373242,544189,161.7248374,3.523055632,8.940877528,0.287630011,2.115623878,-6.390268866,0.520878041,1.962971073,-0.074932654,-0.9334888,-0.937007305,-0.468085758,0.310214651,1.167769016,1.98E-05,-0.014419145,0.004119088,0
3454793,11757,0,11757,3443036,628488,2312050,0,0,0,0,126770,126770,278,-15,127048,2644,129692,3454793,31017,3423776,13522,0,0,0,248,0,0,3420059,-449,-61004,74970,0,3443036,2.638173003,2.638173003,1.150123331,8451.333333,0.003403098,0.996596902,292.8498767,0.003414719,293.8498767,0,1.170886416,1,0.379050198,0,0,0,0,0,0,0,0,0.075057736,0.073366663,4.181319921,522.9516129,0.037667919,0.977469697,0,0,0,0,-3445099,-0.003462049,0,0.025985353,1.005615155,0,0,0,6334.222423,3453.793,0,0,0,0,0,0,0,0,0
220370,4494,65000,69494,150876,345000,0,0,6807,0,6807,-29803,-22996,0,0,-22996,0,-22996,220370,214789,5581,5923,173315,0,0,5581,0,0,0,-24102,0,0,0,150876,47.79461504,47.79461504,1.317979528,0,0.315351454,0.979607025,2.171065128,0.460603409,3.171065128,0.806908175,0.437321739,1,0.020922859,1,25.46128985,0,0,0,0.021878068,0.819891288,1.148724781,0.072523941,-0.072523941,-0.107063211,-4.120408529,0.152416554,1,0,437.8287057,437.8287057,0,166389,1.048095321,-3.540766858,7.601200322,1.460603409,1,1.139238279,-0.875959862,1.328469437,-0.467439034,-0.721909054,-1.122909507,-1.09638534,-0.985666939,-0.873893506,0,0,0,0
12345928,128678,11715500,11844178,501750,50000,460000,0,673518,-166707,506811,-473181,33630,24323,-27155,57953,-13909,44044,12345928,11774102,571826,745878,11027309,0,0,0,0,0,0,536423,0,-620415,0,501750,91.50050514,91.50050514,5.796468705,1.238445958,0.95935907,0.989577292,0.042362585,23.60573592,1.042362585,0.936573252,0.983823529,1,0.010928901,0.75248323,16.37270125,0,0,1.295536144,0.042292935,0,21.97769606,0.003507604,0.002678247,0.003740752,0,0.087780767,0.763554627,0.24751677,101.1037567,70.25513795,4.031815037,544673,12.17925257,0.79644939,4.271999376,42.40190943,0.710412318,0.891091689,-0.388140599,1.965760931,-0.033020059,-0.274668406,-0.286401711,-1.580297828,-0.228330379,-0.390856682,0,0,0,0
118010,89173,28445,117618,392,3685,0,7,26820,0,26820,-451,26369,-26825,-26828,-456,0,-456,118010,73563,44447,21063,52047,0,0,0,0,0,0,104308,0,-104271,0,392,0.824947013,0.824947013,0.236203784,0.982891009,0.996678248,0.244360647,0.003332823,300.0459184,1.003332823,0.707516007,0.106377205,1,1.212199067,1,1.940604027,0,0,0,0.193795229,0,132.7729592,0.002261591,0.130780447,-0.006198768,0,1.163265306,-57.82675439,0,101.7114094,1.68158091,100.0298285,104206,-228.745614,3.889187174,51.73289424,-5.205997147,1,15.09992261,-0.04085651,1.413290957,-0.586286924,-0.584548105,-0.438423645,-0.0294096,-0.029034827,-0.00660793,0,0,0,0
684765,51656,429405,481061,203704,147368,53354,33551,47466,-39917,7549,-3154,4395,-4647,-6776,-252,70,-182,684765,136396,548369,121393,4021,0,517438,7462,0,0,0,12085,-67952,-6238,0,-313734,2.640467709,2.640467709,2.350027102,0.648612751,0.702519843,0.168920725,0.423447338,-1.533340346,1.423447338,0.029480337,-1.563027471,0.649288888,0.378720784,0.159040155,0.084713268,0,0,0.772746632,0.043557033,0.988475295,0.019739426,0.000266815,0.006443153,-0.00133435,-0.024390244,0.000893453,-24.14835165,0.840959845,104.8687482,6.644756247,14.2754814,78138,-66.4010989,0.254603295,1.771683701,-0.192745239,0.859465361,1.964722011,-0.451507482,1.997621737,0.007786906,-0.973396273,-1.026998962,-0.601649597,-0.449259502,-0.512870682,0,0,0,0
2564938,1315098,213017,1528115,1036823,665430,271330,8836,336059,-276567,59492,-14112,45380,19285,-11786,64665,-21011,43654,2564938,449486,2115452,240207,143931,4268,1956855,0,0,0,0,205188,34761,-17698,1759962,-920032,0.341788977,0.338543591,0.182653308,3.850330901,0.595770736,-0.275646039,0.678498019,-1.660936794,1.678498019,0.32021242,-0.982142705,1.126942324,2.925781893,0.177028438,0.428290866,0.071740738,65.00575861,0.210301438,0.157935885,0,0.138819258,0.01742532,0.018114286,0.097119821,0,0.042103618,1.039538187,0.822971562,96.255717,4.199262629,3.507122261,147521,4.700325285,0.610571358,8.190467447,3.525145438,1.46184442,0.524876679,-0.159656044,2.045662388,0.048851919,-0.148286247,-0.112849798,-0.380477816,-0.314300204,-0.180844408,0.024803945,-0.612870619,0.08382056,0
1603037,593833,1229914,1823747,-220710,585518,0,33951,293833,-252445,41388,-31550,9838,-43634,-70686,-33796,-13306,-47102,1603037,808450,794587,36914,153954,422610,7177,432599,0,0,0,52360,-12076,-23404,15626962,-227887,1.361409689,0.649744962,0.062162258,0.139178904,1.137682412,0.625080394,-0.121020076,-8.002856679,0.878979924,0.190431072,-0.389205797,0.968506321,0.734532748,0.14085552,0.523950679,10.2109307,0.65794772,0.4251111,0.052697285,10.45228085,0.697539758,0.029596258,0.006181648,-0.058262107,-0.108881435,0.213411264,-0.208865866,0.85914448,125.2367842,10.73739165,24.0565219,304289,-1.111630079,0.178196459,3.290009017,24.950544,9.874496383,2.721945032,0.64543156,1.996810202,0.014623405,-0.647830459,1.476576056,-1.291039257,5.356627246,0.266150389,-0.00301415,-0.06497085,0.019472051,0
6036348,51760,776,52536,5983812,2756687,2162306,0,0,0,0,436177,436177,4825,-1,441002,-47064,393938,6036348,989213,5047135,746485,107074,0,0,0,0,0,5047102,656659,-127175,-154200,0,5983812,19.111534,19.111534,14.42204405,436177,0.008703276,0.991425279,113.8992691,0.008779688,114.8992691,0.108241602,1.216470932,1,0.052324424,0,0,0,0,0,0,0,0.017893945,0.068820367,0.076199456,0.398233747,0,0.065833953,1.107222456,0,0,0,0,-186362,1.666909514,0,11.47173243,1.019938832,0,0,0.014049143,2.098579877,0.115374147,-0.117840847,0.026821461,0.01375215,0,0.01375215,0,0,0,0
1462529,160185,439815,600000,862529,882236,209701,10761,0,0,0,-49609,-49609,-194,-15007,-49803,-2121,-51924,1462529,31974,1430555,384,0,0,2,0,0,0,984211,-14831,1125,12460,15290147,862527,0.199606705,0.199606705,0.002397228,-3.305723995,0.410248275,0.890472599,1.437548333,0.695630398,2.437548333,0,0.789905462,1.000002319,5.009851755,0,0,0,0,0,0,0,0,0.035108953,-0.033543642,-1.623944455,0,0.060199715,0.955415607,0,0,0,0,121652,0.285628996,0,1.002813503,1.702259678,0,0,0.1018348,1.936898647,-0.021948054,0.157188388,-0.000904351,0.062655299,0,0.062655299,-0.003395912,-0.037149806,0.007956235,0
18560061,3364661,7619860,10984521,7575540,6649017,1187817,1925242,0,0,0,0,0,0,0,0,0,0,18560061,3060735,15499326,1142417,375900,0,6283126,0,0,0,138,763798,-12574,-742434,2338108737,1292414,0.909671138,0.909671138,0.339534057,0,0.591836471,0.480185599,0.689655926,8.499227802,1.689655926,0.122813638,0.164915322,5.861542818,1.099298371,0,0,0,0,0,0,0,0.049620225,0,0,0,0,0,0,0,0,0,0,909547,0,0,4.12392564,0,0,0,0,2.004219299,0.004211832,0,0,0,0,0,0,-0.003388972,0.00038901,0
