Bankrupt?,Tobin's Q,EPS,Liquidity,Profitability,Productivity,Leverage Ratio,Asset Turnover,Operational Margin,Return on Equity,Market Book Ratio,Assets Growth,Sales Growth,Employee Growth
0,1.077532645,-4.301783591,-0.066088957,-0.259105186,0.017146535,-24.98380829,0.269254838,0.063681438,-2.647251441,-4.652498808,0.033750023,-0.235605638,0
0,1.210409472,-0.612037037,0.191909225,-0.259496793,-0.141341885,2.453715776,0.496793291,-0.284508441,-0.408024691,2.281047592,-0.335518767,-0.410248902,0.012658228
0,1.033832786,-0.940968774,0.203612479,-0.259954844,-0.006089217,1.285855834,2.628489327,-0.002316622,-0.940968774,10.17285891,-0.171334618,-0.21008317,-0.068627451
0,1.4,3.43,0.25,-0.26,0.13,0.76,0.92,0.14,0.1,11.24,0.279537153,0.138137527,0.335648148
0,3.42,2.87,0.2,-0.26,0.18,-3.26,1.65,0.11,0.05,-1288.34,0.077942883,0.070683365,0.156028369
0,1.64,2.77,0.29,-0.26,0.3,0.4,1.07,0.28,0.15,262.17,0.068107285,0.340484238,0.012295082
0,2.05,2.65,0.14,-0.26,0.12,3.1,2.01,0.06,0.05,1280.27,0.028584963,0.076466467,0.006024808
0,2.03,2.58,-0.14,-0.26,0.1,-6.73,0.88,0.11,0.06,-5895.23,0.004317523,0.083336489,0.105148855
0,1.8,2.48,-0.04,-0.26,0.06,0.29,0.25,0.26,0.06,236.84,0.216062627,0.119801434,0.125
0,1.74,2.1,-0.1,-0.26,0.1,2.62,0.51,0.2,0.12,9407.37,0.290754359,0.166469636,0.65679639
0,2.34,1.98,-0.04,-0.26,0.09,6.96,0.55,0.16,0.07,4380.56,0.143201023,0.125209725,0.1375
0,1.66,1.79,0.2,-0.26,0.14,0.38,0.58,0.23,0.07,30.1,-0.034346594,0.123213218,-0.078947368
0,1.42,1.78,0,-0.26,0.12,-19.44,0.39,0.31,0.14,-712.65,0.7370927,0.387293411,0.277955272
0,3.19,1.74,0.12,-0.26,0.16,1.57,0.84,0.19,0.04,335.98,-0.053369259,0.085987577,0.005714286
0,2.18,1.67,0.03,-0.26,0.18,0.13,0.58,0.3,0.07,11191,0.170949007,0.295626367,0.124558875
0,2.26,1.57,0.08,-0.26,0.1,0.49,0.58,0.17,0.12,1162.68,0.298497277,0.153577687,0.106382979
0,2.66,1.53,0.2,-0.26,0.14,1.99,1.32,0.11,0.08,734.57,0.133625129,0.080874826,0.012256015
0,1.02,1.39,0.37,-0.26,0.04,0.46,2.21,0.02,0.55,10.23,0.029352879,-0.254551771,0.375832053
0,1.87,1.3,-0.03,-0.26,0.09,0.91,0.3,0.3,0.06,179.09,-0.01974738,0.563779796,0.038961039
0,1.74,1.22,0.08,-0.26,0.05,-8.58,0.75,0.06,0.1,-745.13,-0.025651067,0.200128804,0.034351145
0,1.28,1.21,0.1,-0.26,0.12,2.69,0.86,0.14,0.14,430.67,0.049762862,0.003989284,-0.04845815
0,0.89,1.19,0.42,-0.26,0.09,0.2,0.68,0.14,0.32,6.38,0.857745229,0.306345834,0.282608696
0,1.82,1.15,-0.01,-0.26,0.1,4.13,0.51,0.2,0.03,1001.22,0.056492742,0.058596762,0
0,2.99,1.14,-0.07,-0.26,0.22,5.05,1.93,0.12,0.05,157.12,-0.11760782,0.072549481,0.068421053
0,1.4,1.09,0.14,-0.26,0.05,0.93,0.73,0.07,0.02,90.76,0.032959435,-0.022294589,0
0,2.32,1.05,0.05,-0.26,0.26,1.86,1.19,0.22,0.09,919.09,0.110378211,0.192347952,0.09138995
0,1.99,1.02,0.16,-0.26,0.12,1.46,0.66,0.18,0.09,392.78,0.103263188,0.412023106,0.00862641
0,1.45,0.93,-0.07,-0.26,0.02,9.53,2.34,0.01,0.25,14.26,0.040798859,-0.236636099,-0.105919003
0,1.28,0.88,-0.05,-0.26,0.06,1.79,0.53,0.12,0.05,10813,0.0844412,0.168016859,-0.004543352
0,1.52,0.84,0.53,-0.26,0.15,0.37,2.83,0.05,0.07,29.44,0.253765671,0.227574317,0.306406685
0,3.04,0.82,0.04,-0.26,0.17,-2.92,1.21,0.14,0.04,-238.59,1.230256719,0.19737607,0.238442822
0,1.22,0.77,0.02,-0.26,0.09,2.47,0.27,0.31,0.11,92.33,-0.084005434,0.169343528,0.022058824
0,1.96,0.71,0.15,-0.26,0.1,0.66,1.52,0.07,0.04,166.16,0.151430009,0.023928264,-0.052631579
0,1.42,0.71,-0.02,-0.26,0.1,0.35,1.2,0.08,0.05,665.67,-0.029203525,-0.087426769,0.030726257
0,2.82,0.66,0.35,-0.26,0.18,-88.38,2.41,0.08,0.05,-11238.21,0.119313837,0.105922246,0.105263158
0,2.36,0.66,0.29,-0.26,0.07,0.31,0.93,0.08,0.04,61.21,0.147882825,0.113982405,-0.027700831
0,3.56,0.64,0.4,-0.26,0.14,0.18,1.54,0.09,0.07,81.67,0.433008155,0.766251222,-0.006369427
0,2.42,0.62,0.54,-0.26,0.06,1.93,0.86,0.07,0.02,318.88,0.491212728,-0.048793437,-0.055367232
0,2.35,0.62,0.32,-0.26,0.08,0.05,2.31,0.04,0.08,191.62,0.217676307,0.067819624,0
0,1.14,0.59,0.66,-0.26,0.25,0.05,2.62,0.09,0.24,32.73,0.107716299,-0.0295661,-0.132653061
0,0.92,0.54,0.06,-0.26,0.08,1.53,0.82,0.1,0.21,43.16,-0.08950478,-0.488756762,-0.640569395
0,1.4,0.51,0.32,-0.26,0.14,0.74,1.74,0.08,0.1,17.09,0.615422554,0.425638908,0.54076087
0,1.71,0.41,-0.11,-0.26,0.07,0.63,0.67,0.11,0.02,77.89,0.242492733,0.140851667,0.277777778
0,1.55,0.41,0.02,-0.26,0.04,1.51,0.43,0.09,0.02,44.59,1.66225301,0.713261457,0.874285714
0,1.26,0.41,0.2,-0.26,0.03,14.95,1.66,0.02,0.16,57.35,-0.120743889,0.104779044,0.066875653
0,1.61,0.37,0.2,-0.26,0.12,2.24,1.3,0.09,0.07,86.62,0.119542643,0.051552691,0.01431127
0,1.53,0.34,0.1,-0.26,0.08,1.06,0.75,0.1,0.02,112.05,-0.001330858,0.058634062,0.111111111
0,3.97,0.31,0.19,-0.26,0.12,0.5,1.19,0.1,0.02,376.67,-0.02678536,0.13917618,0.18487395
0,2.65,0.27,0.11,-0.26,0.09,3.74,0.65,0.14,0.01,437.57,-0.087477818,0.041302821,0.028047465
0,1.3,0.26,-0.4,-0.26,-0.05,40.21,0.54,-0.08,0.01,1782.74,-0.016923471,-0.0511855,0.040427604
0,1.03,0.23,0.25,-0.26,0.05,0.11,0.55,0.09,0.06,25.69,-0.062938692,-0.320923827,0.02
0,1.73,0.22,0.12,-0.26,0.07,0.28,1.92,0.04,0.08,20.51,0.806087616,0.168347904,0.110655738
0,3.62,0.21,-0.18,-0.26,0.2,0.76,0.62,0.32,0.06,40.54,0.102691101,0.63354531,-0.017857143
0,1.31,0.2,0.22,-0.26,0.08,1.34,2.78,0.03,0.11,21.04,0.320233411,0.201657339,0.060606061
0,1.1,0.16,0.08,-0.26,0.05,3.84,0.87,0.05,0.05,560.95,-0.056450804,0.004020199,-0.090277778
0,1.61,0.15,0.51,-0.26,0.06,0.13,2.17,0.03,0.11,1.6,0.15590743,0.15190583,-0.08
0,0.85,0.12,0.1,-0.26,0.01,0.91,0.12,0.07,0.06,9.61,0.287406906,0.298384018,-0.071428571
0,1.4,0.1,0.12,-0.26,0.07,0.59,0.27,0.26,0.01,188.77,0.61297679,0.428968049,0.152777778
0,1.28,0.09,-0.03,-0.26,0.02,0.29,0.83,0.03,0.01,27.78,0.117816153,0.070035497,0.5
0,1.07,0.08,0.32,-0.26,0.03,0.59,0.94,0.04,0.04,88.78,0.261987299,0.246614547,0.258741259
0,1.55,0.06,-0.04,-0.26,0.03,0.45,0.24,0.13,0.02,1921.82,0.149401469,-0.065295561,0.305569007
0,1.04,0.06,-0.07,-0.26,0.05,1.18,1.97,0.02,0.01,28.6,-0.10243684,0.059210204,0.001045869
0,1.86,0.05,0.24,-0.26,0.15,1.06,1.88,0.08,0.09,57.81,0.00277118,0.148428687,0.153846154
0,0.68,0.03,0.18,-0.26,-0.09,0.08,1.21,-0.07,0.01,3.2,0.025269172,0.321849841,-0.033898305
0,3.01,-0.02,-0.08,-0.26,-0.06,0.49,0.1,-0.59,-0.01,203.87,0.027897223,-0.316036681,0.388888889
0,1.32,-0.02,-0.69,-0.26,-0.05,8.94,0.06,-0.96,-0.13,355.35,0.379879703,39.48484848,0.25
0,1.05,-0.02,-0.01,-0.26,-0.09,0.15,0.04,-2.15,-0.07,349.56,0.760692791,0,2.0430839
0,2.17,-0.03,-0.23,-0.26,-0.07,0.8,0.16,-0.45,-0.03,306.25,0.011028953,0.265675867,-0.225806452
0,0.86,-0.03,0.09,-0.26,0.03,0.68,1.03,0.03,-0.01,22.88,0.024548908,0.002748234,0.102040816
0,0.54,-0.03,0.02,-0.26,-0.02,0.01,0.01,-1.29,-0.09,36.11,0.061991291,-0.177474403,0.230769231
0,2.25,-0.06,0.07,-0.26,-0.03,0.08,0.18,-0.18,-0.01,1508.16,1.208482689,4.396301783,7.807121662
0,1.17,-0.06,0.17,-0.26,0.02,0.84,0.93,0.02,-0.02,5.11,0.237714178,0.382892515,-0.22
0,1.51,-0.08,0.34,-0.26,-0.17,0.02,0.46,-0.36,-0.07,62.8,0.553051643,0.135272104,0
0,0.71,-0.08,-0.07,-0.26,-0.03,0.12,0.06,-0.41,-0.05,6.81,0.105930092,-0.38499385,0.454545455
0,1.22,-0.09,-0.33,-0.26,-0.08,0.47,0.19,-0.4,-0.11,375.43,0.716907299,0.104331596,0.939393939
0,0.71,-0.1,0.02,-0.26,-0.01,0.78,0.69,-0.01,-0.11,2.52,0.176644899,-0.04467421,0.039800995
0,5.81,-0.11,-0.01,-0.26,-0.13,0.58,0.38,-0.35,-0.03,104.35,0.38049773,0.461869884,0.7
0,1.7,-0.13,0.21,-0.26,-0.06,0.24,0.36,-0.18,-0.04,130.56,1.189209056,0.254204684,0.8
0,1.56,-0.13,0.18,-0.26,-0.09,3.61,0.92,-0.09,-0.21,204.34,0.044371017,0.656046814,0.220588235
0,1.15,-0.14,0.41,-0.26,-0.03,0.38,1.37,-0.02,-0.05,7.68,-0.061702222,0.045174022,-0.006134969
0,0.97,-0.14,0.04,-0.26,-0.11,0.53,0.16,-0.73,-0.21,789.56,-0.042171738,0,0.177156177
0,1.99,-0.16,-0.16,-0.26,-0.13,2.01,0.18,-0.73,-0.13,158.78,6.219805527,0.500146499,-0.301886792
0,1.24,-0.16,0.04,-0.26,0.03,-37.49,0.24,0.13,-0.04,-1487.05,0.021400097,0.055716872,0.245454545
0,1.74,-0.18,0.23,-0.26,-0.07,0.98,0.11,-0.64,-0.08,9.82,0.12583668,-0.25,-0.142857143
0,0.71,-0.19,-0.2,-0.26,-0.13,0.96,0.32,-0.41,-1.26,38.58,-0.031138184,-0.350751747,0
0,1.6,-0.23,0,-0.26,-0.04,0.9,0.02,-2.9,-0.07,263.33,1.191922898,-0.119134674,1.432160804
0,0.75,-0.23,-0.43,-0.26,-0.05,1.52,0.05,-0.86,-0.75,147.52,-0.011707928,0.047935518,0.117154812
0,1.41,-0.26,0.19,-0.26,-0.01,2.79,0.1,-0.06,-0.05,102.78,3.770655477,-0.109329937,10.92465753
0,1.51,-0.29,-0.14,-0.26,-0.09,0.11,0.39,-0.23,-0.12,15.09,1.932766493,-0.058777429,0.544117647
0,1.01,-0.31,0.13,-0.26,-0.04,0.61,2.58,-0.01,-0.28,48.63,0.246162489,0.276176894,0.284796574
0,1.15,-0.35,0.57,-0.26,-0.07,0.66,2.09,-0.03,-0.18,11.59,0.02103378,0.17927622,-0.019230769
0,1.12,-0.38,0.1,-0.26,-0.19,1.1,0.67,-0.29,-0.44,14.44,-0.145566513,-0.308754518,-0.024
0,1.27,-0.42,0.03,-0.26,-0.1,-270.23,0.16,-0.62,-1.06,-91.72,-0.182305564,-0.026165476,0.021599533
0,2.97,-0.47,0.02,-0.26,0.09,-5,0.48,0.18,-0.03,-111.53,0.809389389,0.232246261,0.203125
0,1.25,-0.48,0.48,-0.26,-0.06,1.09,0.51,-0.11,-0.1,16.05,0.204243336,-0.122194265,0.713432836
0,2.31,-0.54,0.28,-0.26,-0.14,0.06,0.34,-0.42,-0.07,36.77,-0.016356892,-0.196808261,0.016260163
0,2.57,-0.55,0.27,-0.26,0.04,1.16,0.84,0.05,-0.01,855.54,0.059262329,-0.071490095,0.051719013
0,1.22,-0.55,-0.01,-0.26,0.07,3.22,0.57,0.12,-0.03,119.95,0.081192175,0.048987993,0.136138282
0,1.22,-0.56,0.57,-0.26,-0.13,0.04,0.34,-0.37,-0.12,23.27,-0.224083642,0.336008998,0.115
0,1.16,-0.61,0,-0.26,0.08,0.66,1.25,0.06,-0.25,4.82,-0.167982339,-0.208697864,0.607142857
0,1.21,-0.66,0.06,-0.26,0.01,38.23,0.52,0.02,-0.21,-6.22,-0.054017988,0.091087004,0.179153094
0,0.81,-0.67,0.23,-0.26,-0.02,0.19,0.63,-0.04,-0.27,16.73,-0.124532992,-0.152237179,-0.089552239
0,0.59,-0.72,0.22,-0.26,0.07,0.11,0.19,0.38,-0.22,23.35,-0.057525447,0.211779258,1.034482759
0,1.11,-0.75,0.37,-0.26,-0.07,0.12,1.54,-0.05,-0.21,5.4,-0.062190912,0.06563866,-0.006944444
0,1.17,-0.77,0.04,-0.26,0.01,-62.97,0.24,0.05,-0.31,-1683.77,0.324969185,0.064809048,0.072124756
0,0.95,-0.85,0.41,-0.26,0.1,1.74,1.63,0.06,-0.4,1.92,-0.045493146,-0.046436713,0.158333333
0,2.03,-0.91,0.18,-0.26,0,0.46,0.48,0.01,-0.03,115.85,-0.016933131,0.100816741,0.153846154
0,8,-0.94,0.74,-0.26,-0.07,0.41,0.22,-0.33,-0.01,2536.79,1.269117279,0.713597679,0.485714286
0,2.99,-0.96,0.12,-0.26,0.16,-2.57,0.78,0.21,-0.01,-1347.6,-0.030131159,0.056641272,0.071428571
0,1.42,-1.01,0.35,-0.26,-0.18,0.11,1.11,-0.16,-0.38,15.04,0.10826224,0.954367281,0.2
0,0.57,-1.16,0.74,-0.26,-0.44,0.06,0.03,-16.4,-1.06,14.72,-0.252619819,4.685714286,0.076388889
0,1.28,-1.17,0.13,-0.26,-0.01,1.01,1.42,-0.01,-0.07,307.17,-0.020141764,0.463966837,0.015384615
0,7.82,-1.2,0.28,-0.26,-0.11,1.04,0.48,-0.22,-0.02,3538.01,0.219604853,0.607354292,0.544262295
0,0.81,-1.38,0.04,-0.26,0.01,1.37,0.56,0.01,-1.4,23.47,-0.280929232,-0.231970074,-0.164142733
0,1.14,-1.39,-0.02,-0.26,-0.02,-3.68,0.8,-0.02,-3.22,-0.55,-0.177285319,-0.041907623,-0.419354839
0,1.24,-1.44,-0.32,-0.26,-0.12,-4.51,0.17,-0.71,-3.41,-80.29,-0.308806433,-0.081752896,-0.101416157
0,2.69,-1.46,0.3,-0.26,-0.22,0.57,1.83,-0.12,-0.17,86.04,-0.198940336,-0.155130158,-0.149829739
0,0.68,-1.61,-0.12,-0.26,-0.06,0.13,1.16,-0.05,-0.73,2.62,-0.056423986,0.049226383,0.062291435
0,1.88,-1.63,0.2,-0.26,-0.39,0.05,0.79,-0.49,-0.28,46.68,-0.294951792,-0.234758018,0.189781022
0,0.5,-1.85,-0.01,-0.26,0,0.52,0.23,0.01,-0.86,6.77,-0.077598316,0.512988152,0.018867925
0,0.91,-1.86,0.67,-0.26,0.14,1.13,1.55,0.09,-0.97,7.23,-0.230684432,0.167065045,0.066666667
0,1.21,-1.9,0.38,-0.26,0.04,8.72,0.84,0.05,-0.15,283.6,-0.163536776,-0.144624167,-0.123287671
0,0.94,-2.02,0.24,-0.26,0.02,1.19,0.76,0.03,-1.16,33.71,-0.330941371,0.104332164,-0.135174419
0,1.23,-2.21,0.06,-0.26,-0.13,1.99,0.08,-1.7,-0.28,91.89,0.100625331,0.184687554,0.058577406
0,0.98,-2.45,0.19,-0.26,0.03,1.94,3.33,0.01,-0.73,25.09,-0.081964515,-0.005380453,0.026582278
0,5,-2.5,0.32,-0.26,-0.07,0.64,0.5,-0.14,-0.02,1357.16,0.405063562,0.485369354,0.439135381
0,1.14,-2.61,0.1,-0.26,0.04,-8.2,1.21,0.03,-2.71,-17.26,-0.06243631,0.072990614,-0.071428571
0,1.1,-2.64,0.11,-0.26,-0.01,0.45,0.64,-0.01,-0.2,103.59,-0.150512885,-0.049680189,-0.076923077
0,1.84,-2.79,0.19,-0.26,0.09,-2.6,1.23,0.07,-0.17,-61.18,0.04214123,0.006075226,-0.071428571
0,1.64,-2.84,0.13,-0.26,0.01,-3.25,1.11,0.01,-0.48,-29.81,-0.009567609,-0.034840768,0.025641026
0,1.7,-3.21,0.25,-0.26,0.13,1.02,1.24,0.1,-0.12,63.5,0.689063429,0.899110166,1.570480929
0,1.71,-3.64,-0.06,-0.26,0.08,1.16,1.28,0.06,-0.53,464.55,-0.333942533,0.025717036,-0.105263158
0,1.01,-4.3,0.15,-0.26,-0.06,15.01,0.69,-0.09,-1.86,45.63,0.204463635,0.440333646,0.338952972
0,1.24,-4.95,0.28,-0.26,-0.02,-7.45,1.22,-0.02,-2.2,-4.87,-0.248126334,-0.27471249,-0.361111111
0,0.73,-5.2,0.22,-0.26,-0.09,0.32,5.31,-0.02,-1.18,4.19,-0.004986531,-0.386316608,-0.04860661
0,0.82,-5.85,0.11,-0.26,0.03,0.93,0.33,0.08,-0.44,19.48,-0.252252841,0.146318957,0.398165138
0,1.43,-6.06,0.24,-0.26,0.05,-0.02,0.64,0.07,-0.45,-96.49,0.231264352,0.141075486,0.031746032
0,0.97,-6.54,0.1,-0.26,-0.05,11.14,0.26,-0.18,-4.74,25.39,-0.036618874,-0.243619503,-0.255555556
0,1.23,-7.42,-0.14,-0.26,-0.02,-3.73,0.94,-0.02,-0.7,-282.88,-0.118861783,0.037997904,-0.016374269
0,0.73,-8.75,0.23,-0.26,0.02,0.57,1.28,0.01,-2.5,28.67,-0.331924552,-0.131106762,-0.129309706
0,0.68,-9.28,0.31,-0.26,0.05,0.23,1,0.05,-2.71,77.04,-0.436270766,-0.003901857,-0.111111111
0,1.05,-11.94,0.03,-0.26,0.03,-52.01,0.31,0.1,-1.73,-264.31,-0.098249196,-0.152098351,-0.15
0,1.21,-38.19,-0.12,-0.26,-0.09,-3.31,1.04,-0.09,-3.47,-87.67,-0.196490504,0.004776595,-0.090909091
0,1.25,-45.98,-0.59,-0.26,-0.11,-4.56,0.56,-0.2,-3.01,-18.88,0.147345834,0.032770717,0.090817007
0,1.17,-48.18,0.01,-0.26,0.05,-5.77,0.32,0.16,-21.32,-4.62,0.123364523,-0.018809991,-0.235294118
0,1.21538937,0.018479815,0.012223596,-0.260266447,0.049581101,0.252,0.36780662,0.134802091,0.024639754,11.80649351,0.133758954,0.237523105,-0.166666667
0,1.185677551,-0.15129683,0.159081544,-0.260619447,0.038801985,1.62371518,0.667562266,0.058124892,-0.026312492,8.141029377,0.646412288,0.268368306,0.318518519
0,0.858992639,0.556478837,0.485375841,-0.261065614,0.076825583,0.026535542,1.23103734,0.062407191,0.105995969,2.994201976,0.036453202,0.063327649,0.021052632
0,2.282691669,0.372905028,-0.407488725,-0.262520769,0.235699027,-2.142196045,0.911345834,0.258627425,0.138781179,-57.94855422,-0.255456393,-0.072976399,0.033707865
0,0.989698232,-6.357968829,-0.257581972,-0.264036091,-0.238111684,1.909319899,1.303170937,-0.182717154,-1.338519753,1.893374617,-0.053159745,0.161558442,1.02
0,1.830034094,-0.018249534,-0.076886903,-0.264284035,-0.135904068,1.276958002,0.023983071,-5.666666667,-0.083331208,72.59444444,1.765279584,-0.396449704,0
0,1.879103215,-0.141076487,0.430456853,-0.268697124,0.01928934,3.095723014,1.76751269,0.010913268,-0.080615136,11.10262401,0.053475936,0.041683287,0.271186441
0,1.44,3.61,0.41,-0.27,0.07,-11.03,1.44,0.05,0.36,-24.61,-0.24836497,-0.341390021,-0.369444444
0,0.99,2.9,-0.01,-0.27,-0.08,0.31,1.64,-0.05,0.43,-31.29,-0.134686514,-0.188913607,-0.239449541
0,2.22,2.76,-0.06,-0.27,0.15,-3.11,4.32,0.03,0.06,-633.47,0.154755163,0.051513266,0.034146341
0,1.37,2.4,0.51,-0.27,0.07,3.19,1.17,0.06,0.27,144.08,1.147928994,0.215106261,0.047413793
0,1.26,2.01,0.08,-0.27,0.09,0.63,1.22,0.07,0.05,28.4,0.207065396,-0.028621431,0
0,1.81,1.97,0.31,-0.27,0.1,0.75,3.59,0.03,0.05,333.91,0.141783209,0.108440947,0.086666667
0,4.46,1.83,0.23,-0.27,0.18,0.18,0.69,0.25,0.07,328.82,0.641173539,0.457993422,0.055232558
0,1.39,1.64,0.13,-0.27,0.14,3.69,2.09,0.07,0.1,47.49,0.047705127,0.158085503,-0.005633534
0,1.03,1.54,0.16,-0.27,0.05,8.52,1.21,0.04,0.82,16.34,-0.133753094,0.16028188,-0.139031115
0,0.66,1.33,0.35,-0.27,0.12,0.29,2.83,0.04,0.61,3.72,-0.168508752,-0.02600558,-0.130434783
0,1.09,1.27,0.04,-0.27,0.12,0.85,1.8,0.06,0.15,40.05,0.28450052,1.156509999,0.06175772
0,3.98,1.12,0.06,-0.27,0.12,-0.24,0.71,0.17,0.02,-2717.42,-0.000521921,0.130553243,0.146822498
0,3.37,1.06,-0.09,-0.27,0.16,0.25,0.4,0.4,0.05,204.74,0.406208213,0.491492942,0.125
0,1.8,1.03,-0.1,-0.27,0.11,0.33,0.5,0.23,0.04,804,0.007279469,0.006269295,-0.011180124
0,1.45,0.97,0.31,-0.27,0.11,1.32,1.2,0.1,0.04,73.03,0.261842047,0.25312233,0.378388278
0,2.57,0.96,-0.1,-0.27,0.15,6.01,1.17,0.13,0.05,766.03,-0.011053336,0.078493492,0.163043478
0,1.64,0.95,0.01,-0.27,0.06,1.4,0.52,0.12,0.03,573.52,0.092099784,0.076842428,0.142857143
0,2.02,0.89,-0.05,-0.27,0.17,0.47,0.42,0.4,0.07,63.39,-0.014472549,0.063454139,0.01037037
0,1.95,0.87,-0.14,-0.27,0.13,3.96,1.57,0.08,0.05,327.22,0.043020755,0.008392751,0.169354839
0,1.66,0.68,0.18,-0.27,0.09,0.56,0.79,0.11,0.03,102.8,-0.01754386,0.029873303,0
0,1.66,0.68,0.1,-0.27,0.08,0.26,1.13,0.07,0.05,52.86,0.023703154,0.1238387,0.081481481
0,1.52,0.63,0,-0.27,0.11,0.51,0.77,0.14,0.05,75.67,0.012567372,0.029565535,0.103264348
0,1.93,0.62,0.15,-0.27,0.1,0.58,0.83,0.12,0.02,415.17,-0.004652365,0.061982101,0.03030303
0,3.85,0.6,0.29,-0.27,0.19,0.49,1.21,0.16,0.04,34.1,0.454864048,0.086899888,0.033112583
0,1.69,0.6,0.09,-0.27,0.08,1.98,1.4,0.06,0.05,118.82,-0.238861752,-0.035454238,-0.271829682
0,1.63,0.59,-0.14,-0.27,0.07,1.61,0.51,0.14,0.03,313.31,0.432004575,0.765977492,2.868756121
0,0.97,0.55,0.46,-0.27,0.21,0.29,2.5,0.08,0.31,7.98,0.23618477,0.051577035,0.172373081
0,1.35,0.5,0.43,-0.27,0.09,-18.97,1.83,0.05,0.04,-362.35,0.001606477,-0.097088911,-0.076388889
0,1.14,0.49,-0.09,-0.27,0.04,1.05,2,0.02,0.08,39.15,-0.019087474,-0.022574952,-0.032258065
0,2.91,0.48,-0.16,-0.27,0.18,0.13,1.58,0.11,0.03,182.83,-0.041713251,-0.153070239,0.018668103
0,1.13,0.48,-0.05,-0.27,0.07,1.79,0.3,0.23,0.09,75.46,-0.035134557,-0.094534908,0.028368794
0,0.94,0.48,0.39,-0.27,0.1,1.11,3.36,0.03,0.23,29.28,-0.078030732,-0.067166621,-0.120649652
0,2.94,0.44,0.36,-0.27,0.09,0.85,1.21,0.08,0.02,448.04,0.468679808,0.106939013,0.035714286
0,1.7,0.43,0.05,-0.27,0.05,0.27,1.12,0.05,0.03,57.99,0.035769786,0.019873978,0.054794521
0,1.25,0.39,0.29,-0.27,0.06,0.93,2.46,0.03,0.09,63.28,0.105184913,-0.191432804,-0.117414248
0,1.26,0.38,-0.07,-0.27,0.07,1.86,0.52,0.13,0.02,8522.52,0.108406892,0.259968801,-0.029105087
0,4.06,0.35,0.19,-0.27,0.22,0.18,2.28,0.1,0.05,38.43,0.878549223,0.44627462,1.008547009
0,4.45,0.33,0.19,-0.27,0.17,-3.99,0.87,0.19,0.02,-15735.4,0.168082675,0.069161116,0.107072966
0,2.64,0.33,0.38,-0.27,0.17,0.36,2.36,0.07,0.05,27.35,1.240995302,1.056993765,0.133540373
0,1.14,0.31,0.28,-0.27,0.07,0.07,1.17,0.06,0.18,3.44,0.259665082,0.141414141,0.116666667
0,3.65,0.29,0.29,-0.27,0.3,0.32,3.12,0.1,0.06,97.02,0.338013661,0.223004434,0.07804878
0,2.63,0.25,0.41,-0.27,0.18,0.47,1.57,0.12,0.03,311.86,-0.070261397,0.050209024,-0.114473684
0,1.91,0.25,0.28,-0.27,0.08,0.58,2.15,0.04,0.02,107.94,0.060860919,0.086153493,0.058594226
0,0.96,0.23,-0.08,-0.27,0.05,0.5,1.32,0.04,0.08,8.72,0.22242995,0.47472412,0.384615385
0,12.11,0.22,0.49,-0.27,1,0.07,2.62,0.38,0.07,684.4,1.182595942,0.760084128,0.028301887
0,1.26,0.22,-0.04,-0.27,0.06,4.29,0.27,0.22,0.05,176.7,0.539421739,0.291536891,0.086206897
0,1.2,0.21,0.19,-0.27,0.05,0.22,1.26,0.04,0.05,101.23,0.028914944,0.014226873,0.042553191
0,3.14,0.2,0.54,-0.27,0.29,0.1,1.11,0.26,0.09,15.69,0.287449393,0.274374773,0
0,1.25,0.18,0.07,-0.27,0.06,0.38,0.61,0.1,0.12,11.46,0.212210622,0.667466164,0.22972973
0,1.46,0.16,0.05,-0.27,0.11,0.42,0.32,0.33,0.04,87.13,0.055558591,0.241202983,0
0,1.67,0.15,0.27,-0.27,0.08,1.86,1.52,0.05,0.01,76.11,-0.052801932,0.116136331,-0.028323435
0,3.97,0.1,0.48,-0.27,0.05,0.01,0.5,0.09,0.01,277.5,0.271702717,1.395064922,0.468634686
0,1.48,0.1,0.19,-0.27,0.04,2.35,0.74,0.06,0.01,64.08,0.051143338,0.164520046,0.0634278
0,1.05,0.1,0.23,-0.27,-0.03,0.7,0.26,-0.1,0.07,25.47,-0.396707665,-0.286582098,-0.758695652
0,3.05,0.09,0.63,-0.27,0.07,0.03,1.3,0.06,0.01,33.36,0.05792417,-0.070885285,-0.248062016
0,1.53,0.09,0.12,-0.27,0.05,0.13,0.82,0.06,0.04,97.53,0.07583862,-0.044637158,-0.045738046
0,1.57,0.08,0.35,-0.27,0.03,0.77,2.25,0.01,0.01,114.22,0.153495851,0.225481684,0
0,1.13,0.03,0.33,-0.27,0.06,1.01,1.14,0.06,0.01,10.64,0.767983752,0.201817102,0.458333333
0,1.13,0.03,0.09,-0.27,0.06,3.45,0.91,0.07,0.01,615.16,-0.046195074,-0.000195322,-0.053435115
0,2.14,0.02,0.31,-0.27,0.07,0.73,0.8,0.09,0.03,125.49,0.369741538,0.610501193,0.224137931
0,0.75,0.01,-0.55,-0.27,0.05,1.47,0.45,0.1,0.18,78.17,-0.014327176,0.026223893,-0.189473684
0,1.23,-0.01,-0.13,-0.27,0.05,5.01,0.97,0.05,-0.03,1560.2,-0.108151548,1.829351391,-0.027863777
0,0.82,-0.01,0.23,-0.27,-0.12,0.73,0.38,-0.31,-0.26,23.61,0.151984511,-0.05144357,0.608695652
