Bankrupt?,Tobin's Q,EPS,Liquidity,Profitability,Productivity,Leverage Ratio,Asset Turnover,Operational Margin,Return on Equity,Market Book Ratio,Assets Growth,Sales Growth,Employee Growth
0,1.31,1.14,-0.03,0.11,0.08,0.97,0.38,0.2,0.01,170.93,0.535547703,-0.047794118,-0.056403509
0,1.16,1.14,0.22,0.11,0.03,0.67,2.43,0.01,0.02,205.47,-0.016520742,0.072986715,-0.03125
0,2.84,1.13,0.21,0.11,0.2,0.75,1.6,0.12,0.05,459.03,-0.010083745,0.03703145,-0.074626866
0,1.95,1.13,0.05,0.11,0.13,1.77,0.53,0.24,0.04,216.55,0.052117399,0.165382649,0.351826793
0,1.34,1.13,-0.03,0.11,0.05,1.65,1.35,0.04,0.06,2553.4,0.086035578,0.203172465,0.001856612
0,1.06,1.13,-0.03,0.11,0.05,1.35,0.31,0.15,0.03,53.57,0.111969013,-0.026821934,-0.044256121
0,1.06,1.13,-0.04,0.11,0.09,0.28,0.29,0.32,0.16,11.27,1.033038997,1.8829447,0.733333333
0,1.2,1.12,0.05,0.11,0.08,1.34,0.29,0.26,0.02,84.07,1.536118468,0.502718784,0.693548387
0,1.23,1.11,-0.04,0.11,0.05,1.14,0.28,0.19,0.04,29.02,0.069707911,0.072112061,-0.015384615
0,1.67,1.1,-0.01,0.11,0.07,0.95,0.2,0.35,0.04,24.44,0.075743156,0.093466949,0.052325581
0,1.5,1.1,0.27,0.11,0.05,2.42,0.32,0.17,0.05,13.26,0.850302909,0.457972319,0.292134831
0,1.06,1.1,-0.02,0.11,0.07,2.04,1.53,0.04,0.08,47.47,0.220228803,0.200793461,0.071428571
0,1.88,1.09,0.4,0.11,0.14,0.12,1.89,0.07,0.06,43.07,0.029357618,0.028922246,0.015075377
0,1.86,1.09,-0.03,0.11,0.01,0.81,0.73,0.01,0.05,3071.68,-0.147603989,0.022942723,-0.3
0,1.86,1.08,0.03,0.11,0.09,0.33,0.22,0.42,0.03,75.99,0.770196222,0.447596268,0.03125
0,1.17,1.08,0.33,0.11,0.09,0.5,2.45,0.04,0.17,13.77,0.152316457,0.24054503,-0.068301226
0,1.53,1.06,0.07,0.11,0.1,0.35,0.66,0.15,0.09,823.74,0.249291139,0.41435071,0.441150311
0,1.46,1.06,0.15,0.11,0.08,0.99,1.15,0.07,0.06,61.57,0.039534567,0.076423908,0.166666667
0,4.54,1.05,0.03,0.11,0.07,0.67,0.19,0.39,0.02,770.25,1.5572195,1.475300385,0.595041322
0,2.13,1.05,0.09,0.11,0.16,0.7,1.01,0.16,0.04,130.93,0.323290637,0.200516629,0.243093923
0,1.25,1.05,0.2,0.11,0.13,0.71,0.99,0.13,0.12,208.14,0.096129537,-0.06857939,0.022111913
0,1.23,1.05,-0.09,0.11,0.06,1.77,0.73,0.08,0.05,0.88,-0.057534498,-0.092266025,0.013888889
0,1,1.05,0.08,0.11,0.08,0.73,0.12,0.64,0.08,71.32,0.269214277,0.021009314,-0.195121951
0,1.7,1.04,0.09,0.11,0.07,0.48,0.51,0.14,0.03,132.03,0.081268724,0.218022241,0.078032544
0,5.27,1.03,0.06,0.11,0.04,0.02,0.68,0.05,0.01,363.4,-0.21356074,0.264059241,0.301041667
0,2.35,1.03,-0.13,0.11,0.12,0.65,1.33,0.09,0.04,2450.91,0.11791982,0.085177539,0.11287042
0,1.73,1.03,0.27,0.11,0.09,1.04,0.63,0.14,0.04,75.52,0.360833464,0.804856199,0.107323039
0,1.05,1.03,-0.04,0.11,0.05,1.09,0.08,0.59,0.06,231.62,0.037911038,0.085445263,0.047858942
0,0.9,1.03,0.2,0.11,0.1,1.03,1.78,0.05,0.14,22.51,0.179364656,0.202912959,0.162162162
0,2.37,1.02,0.16,0.11,0.12,0.25,1.55,0.08,0.03,92.61,0.035076728,0.114140209,0.066408577
0,1.19,1.02,0.14,0.11,0.07,0.13,1.42,0.05,0.09,73.17,0.021850729,0.067014567,0.015431117
0,0.82,1.02,0.44,0.11,0.08,0.46,1.21,0.06,0.17,7.62,0.306942699,0.295664921,0.055108359
0,1.82,1.01,0.33,0.11,0.14,0.19,1.83,0.08,0.08,32.26,0.181585409,0.012150752,0.036294174
0,1.65,1.01,0.19,0.11,0.11,1.66,0.74,0.15,0.12,106.97,4.797089941,0,0
0,2.38,1,0.08,0.11,0.08,0.31,0.31,0.25,0.03,133.86,0.235316745,0.110080742,0.003278689
0,2.01,1,0.23,0.11,0.08,0.01,1.14,0.07,0.02,54.88,0.564288467,0.429357432,0.287476866
0,1.36,1,0.09,0.11,0.13,0.9,1.2,0.11,0.08,21.04,0.383557078,0.288876676,0.169739352
0,1.32,1,-0.03,0.11,0.06,1.1,0.37,0.17,0.04,394.49,-0.048235583,7.05E-05,0.055621772
0,1.16,1,0.68,0.11,0.22,0.68,0.55,0.39,0.07,30.42,0.057744158,0.157241835,0.006329114
0,4.2,0.99,0.25,0.11,0.32,0.04,0.55,0.57,0.06,530.92,0.379023729,1.032989691,0.672151127
0,1.22,0.99,0.27,0.11,0.07,0.78,1.23,0.06,0.05,126.4,0.208769689,0.195914736,-0.023972306
0,2.32,0.98,0.34,0.11,0.19,0.24,2.52,0.08,0.06,106.65,0.180650613,0.127836341,0.064935065
0,1.71,0.98,0.04,0.11,0.06,0.72,0.65,0.1,0.03,414.3,0.008299185,0.236866387,0.021517062
0,1.65,0.98,0.14,0.11,0.08,1.21,0.85,0.1,0.02,241.03,0.280190931,0.357655502,0.105320967
0,0.99,0.98,-0.17,0.11,0.03,1.38,0.33,0.08,0.05,74.78,-0.047600697,-0.225612734,-0.051608986
0,1.22,0.97,0.04,0.11,0.04,2.05,0.99,0.04,0.02,643.96,-0.033735961,-0.076583761,0.003184923
0,2.52,0.96,0.19,0.11,0.1,0.01,0.51,0.2,0.03,537.41,0.166087166,0.298332991,0.02538787
0,1.29,0.96,-0.03,0.11,0.08,1.07,1.2,0.07,0.05,27.77,0.287258954,0.286523636,0.218104063
0,1.55,0.95,0.17,0.11,0.1,0.51,1.86,0.05,0.03,177.04,0.025706595,0.113027457,0.153846154
0,1.52,0.95,0.25,0.11,0.13,1.05,1.61,0.08,0.06,32.03,-0.054198849,0.032486957,-0.019994738
0,1.32,0.95,0.59,0.11,0.09,0.26,0.88,0.11,0.07,7.99,0.319512281,0.317047382,0.159744409
0,2.18,0.92,0.01,0.11,0.07,0.74,0.15,0.48,0.02,55.32,0.022338759,0.010512009,-0.018691589
0,1.39,0.92,0.05,0.11,0.1,2.13,1.05,0.09,0.06,335.35,0.038041654,0.030033458,0.006410256
0,1.38,0.92,0.2,0.11,0.15,0.14,1.64,0.09,0.07,48.17,0.079065142,0.278619709,-0.03878327
0,1.58,0.91,0.02,0.11,0.11,5.69,0.73,0.14,0.05,821.22,0.352212595,0.007543923,0.047619048
0,1.19,0.91,0.19,0.11,0.04,1,2.39,0.02,0.02,106.91,0.132755474,0.254196643,0
0,1.07,0.91,-0.02,0.11,0.05,1.07,0.08,0.58,0.05,251.74,0.041063524,0.030107179,0.014423077
0,0.95,0.91,-0.01,0.11,0.06,1.54,0.27,0.2,0.1,1763.2,-0.038993894,-0.060767706,-0.070433013
0,1.47,0.9,-0.02,0.11,0.07,1.41,0.18,0.37,0.04,363.4,0.082355086,0.082818449,0
0,0.88,0.9,0.01,0.11,0.05,0.97,0.25,0.22,0.09,67.39,0.007026101,0.006831551,0.009960573
0,1.21,0.88,0.2,0.11,0.1,0.05,1.09,0.09,0.08,324.84,0.113877107,0.05704143,0.037037037
0,1.13,0.88,-0.03,0.11,0.05,1.32,0.35,0.15,0.05,275.02,-0.034108453,0.131427888,-0.011390416
0,0.94,0.88,0.49,0.11,0.09,0.83,2.16,0.04,0.23,38.61,-0.185053407,-0.051139156,-0.278846154
0,1.07,0.87,0.28,0.11,0.1,0.75,1.36,0.07,0.11,8.32,0.138250631,0.292596336,0.193199382
0,2.83,0.86,0.38,0.11,0.14,0.19,1.38,0.1,0.03,102.72,0.824996441,1.068002705,0.808823529
0,1.22,0.86,0.49,0.11,0.13,1.29,1.82,0.07,0.11,4.55,0.357003719,0.533972875,0.521264995
0,1.21,0.86,-0.06,0.11,0.08,0.94,0.22,0.35,0.06,93.03,0.27597224,0.077673611,0.052631579
0,1.21,0.85,0.35,0.11,0.1,1.2,0.92,0.11,0.06,13.96,0.057332903,0.183395351,0.028541953
0,2.17,0.84,0.18,0.11,0.15,1.25,0.76,0.19,0.05,69.34,-0.044104591,-0.250337866,-0.342948718
0,1.29,0.84,0,0.11,0.02,0.85,0.15,0.16,0.04,16.22,0.029924682,0.000716498,0.047120419
0,1.55,0.83,0.25,0.11,0.07,1.01,1.76,0.04,0.04,15.05,0.370113386,0.38091172,0.392105263
0,1.69,0.82,0.11,0.11,0.11,1.25,0.77,0.14,0.08,82.96,0.030928956,0.077242026,0.099935525
0,1.3,0.82,0.03,0.11,0.11,1.85,1.06,0.1,0.07,290.51,0.020374373,0.009046891,0.043478261
0,1.2,0.82,0.03,0.11,0.01,0.84,0.18,0.07,0.03,65.01,0.101523934,-0.101179066,0.051376147
0,1.03,0.82,-0.03,0.11,0.07,2.04,0.4,0.16,0.14,11022.02,0.2403104,0.077651432,0.097879733
0,1.03,0.81,0.28,0.11,0.03,0.07,0.55,0.05,0.04,11.13,0.002909908,-0.150546958,-0.05
0,11.14,0.8,0.04,0.11,0.21,0.67,0.71,0.3,0.01,2056.23,0.038502487,0.201085516,0.088235294
0,7.12,0.79,0.6,0.11,0.06,0.82,0.43,0.15,0.01,1765.69,1.275315469,1.039582776,0.32165404
0,1.77,0.79,0.31,0.11,0.13,0.09,0.4,0.32,0.15,412.38,0.285027892,0.47409768,0.206896552
0,1.15,0.79,0.26,0.11,0.07,2.52,1.67,0.04,0.06,30.3,-0.030969326,0.043117422,0.055555556
0,1.01,0.79,-0.02,0.11,0.08,0.02,0.2,0.41,0.07,49.78,-0.147528578,-0.172614834,-0.015641293
0,2.7,0.78,0.02,0.11,0.16,0.57,1.28,0.12,0.04,134.21,0.346463697,0.178079408,0.158992806
0,2.05,0.78,0.15,0.11,0.06,0.34,0.35,0.18,0.03,109.49,0.046679788,-0.169320493,-0.172881356
0,1.46,0.78,-0.04,0.11,0.1,0.8,0.58,0.17,0.05,470.99,-0.082843784,-0.019320453,-0.167806164
0,1.22,0.78,-0.05,0.11,0.06,1.35,0.28,0.21,0.03,27.23,0.07956246,0.016557922,0.033797217
0,1.2,0.78,0.38,0.11,0.05,0.27,1.23,0.04,0.04,24.25,0.124385636,0.170593142,-0.032758621
0,1.81,0.77,0.18,0.11,0.07,0.01,0.62,0.11,0.03,117.24,-0.002937064,0.021204415,0
0,1.42,0.77,0.06,0.11,0.11,1.23,1.51,0.07,0.06,12.43,0.259276818,0.096651164,0.25
0,1.34,0.76,-0.02,0.11,0.06,1.33,0.18,0.35,0.04,294.15,0.079647991,0.069487952,-0.003663004
0,1.14,0.75,0.12,0.11,0.07,1.76,1.3,0.06,0.06,182.47,0.194992154,0.200733359,0.030772117
0,0.93,0.75,0.18,0.11,0.06,0.5,1.78,0.03,0.1,7.17,0.05224692,0.053832298,0.009871668
0,1.47,0.74,0.07,0.11,0.1,0.83,2.82,0.04,0.07,80.01,0.513224807,0.689954656,0.195304858
0,1.33,0.74,0.06,0.11,0.09,0.06,0.2,0.43,0.05,1097.46,0.0457023,0.288422354,0.126744959
0,3.12,0.73,0.11,0.11,0.17,0.71,1.65,0.1,0.04,79.13,2.763221912,3.411923336,0.333333333
0,1.54,0.73,0.03,0.11,0.12,0.26,1.07,0.11,0.06,660.66,-0.05856504,0.066563101,0.06122449
0,1.5,0.72,-0.02,0.11,0.06,1.26,0.18,0.36,0.04,356.47,0.079986687,0.040619155,0.033438486
0,1.09,0.72,-0.01,0.11,0.05,0.09,0.18,0.29,0.05,56.09,0.10370549,0.010190666,0.029661017
0,1.02,0.72,0.07,0.11,0.08,0.67,2.48,0.03,0.06,333.38,-0.086591166,-0.030097624,-0.032258065
0,0.7,0.72,0.23,0.11,0.08,0.54,1.64,0.05,0.13,16.09,0.013248169,0.012512797,-0.012903226
0,2.03,0.71,-0.07,0.11,0.07,1.28,0.19,0.4,0.03,559.27,0.122413095,0.123835227,0.03259362
0,1.57,0.71,-0.02,0.11,0.07,1.33,0.19,0.36,0.03,386.42,0.121271982,0.12935176,0.029220779
0,1.44,0.71,0,0.11,0.08,0.94,0.79,0.1,0.05,298.94,0.210311383,0.091491841,0.092592593
0,1.4,0.71,0.1,0.11,0.1,1.11,0.7,0.14,0.05,8.51,2.304490737,0.854960014,1.222222222
0,1.73,0.7,-0.04,0.11,0.07,1.2,0.19,0.39,0.03,432.79,0.095624019,0.073900064,0.034251175
0,1.41,0.7,-0.41,0.11,0.02,5.43,0.15,0.16,0.05,148.63,0.317459876,0.965736041,0.13986014
0,1.38,0.7,-0.01,0.11,0.05,0.81,0.29,0.16,0.03,115.63,0.179988533,0.161015449,0.103658537
0,0.71,0.7,0.01,0.11,0.04,1.47,0.13,0.29,0.1,7.74,-0.019929884,-0.125862795,0.092155369
0,2.32,0.69,0.12,0.11,0.09,1.35,0.55,0.17,0.03,1763,0.094747939,0.13255762,0.025974026
0,1.4,0.69,0.42,0.11,0.14,0.26,1.21,0.11,0.09,3.18,0.85006135,0.373415812,1.025
0,1.9,0.68,0.17,0.11,0.09,0.09,0.81,0.11,0.03,26.93,0.59890784,0.447524641,0.107142857
0,1.79,0.68,-0.02,0.11,0.08,2.53,0.63,0.12,0.04,1741.27,0.17678605,-0.193805546,0.032044605
0,1.42,0.68,-0.02,0.11,0.1,0.2,0.46,0.21,0.05,1182.7,0.115066327,0.28993588,-0.059841094
0,1.27,0.67,-0.03,0.11,0.06,0.61,0.47,0.13,0.02,10064.4,0.006912786,0.019657226,-0.038148468
0,0.99,0.67,0.16,0.11,0.07,0.21,0.5,0.14,0.07,65.79,0.015907764,0.150768231,0.033333333
0,0.89,0.67,0.21,0.11,0.06,3.18,1.68,0.04,0.09,6.34,-0.031463384,0.003428719,-0.009090909
0,0.67,0.67,0.16,0.11,0.06,0.51,0.3,0.21,0.12,128.53,-0.393974724,0.116989442,0.167228986
0,3.45,0.66,0.23,0.11,0.09,0.04,2.15,0.04,0.03,32.01,0.157057264,0.253364808,0.074336283
0,1.63,0.65,0.07,0.11,0.07,0.9,0.38,0.18,0.05,109.47,0.08063544,0.241645588,0.128742515
0,1.81,0.64,-0.01,0.11,0.12,3.08,0.7,0.17,0.04,272.59,0.135377743,0.410322947,0.15
0,1.34,0.64,-0.09,0.11,0.14,0.3,1.69,0.08,0.08,44.54,0.143938386,0.114898092,-0.030172414
0,1.18,0.64,0.4,0.11,0.06,0.19,1.24,0.05,0.03,22.9,-0.064638199,-0.052523881,-0.063874034
0,0.91,0.64,-0.03,0.11,0.06,1.43,0.3,0.2,0.07,1477.95,0.112414701,0.199115616,-0.029334422
0,2.29,0.63,0.11,0.11,0.14,0.19,0.43,0.32,0.04,103.24,0.017994656,0.15519553,0.083665339
0,1.64,0.63,0.08,0.11,0.07,1.12,1.27,0.05,0.04,217.29,-0.008345315,0.080509627,0.047396008
0,1.34,0.63,0.12,0.11,0.04,0.34,0.33,0.12,0.01,3844.93,1.41682283,0.297479131,0.75
0,1.31,0.63,0.19,0.11,0.05,0.12,1.91,0.03,0.04,33.27,0.076467008,0.164873785,-0.130691607
0,0.98,0.63,-0.43,0.11,-0.01,1.19,0.47,-0.02,0.05,10.28,0.083328123,-0.012219291,0.162561576
0,0.92,0.63,-0.01,0.11,0.01,2.97,0.73,0.02,0.03,25.43,0.110027697,0.021978454,-0.056177735
0,2.4,0.62,0.23,0.11,0.12,0.65,0.9,0.13,0.03,96.6,1.986736269,1.039053603,1.833333333
0,1.56,0.62,0.02,0.11,0.08,0.47,0.29,0.27,0.03,42.99,0.230762766,0.020413743,0.097142857
0,1.43,0.62,0.22,0.11,0.08,1.46,1.81,0.04,0.04,61.34,0.558290558,0.265795309,0.321623731
0,1.03,0.62,0.09,0.11,0.03,0.89,0.72,0.04,0.05,177.31,-0.019121631,0.000196913,0
0,1,0.62,0.08,0.11,0.06,1.14,0.79,0.07,0.1,50.78,0.194248342,0.044002153,0.019607843
0,0.91,0.62,0.2,0.11,0.07,0.18,0.88,0.08,0.02,26.37,-0.07273314,-0.197920958,-0.067204301
0,0.82,0.62,0.13,0.11,0.07,1.06,1.52,0.04,0.14,28.45,0.004440059,0.066601652,-0.05
0,0.78,0.62,-0.08,0.11,0.05,1.03,0.54,0.1,0.11,6.23,0.170177867,0.543416053,0.76
0,2.68,0.61,0,0.11,0.11,0.41,0.4,0.27,0.02,109.7,0.137453156,0.514626596,0.37414966
0,1.85,0.61,-0.09,0.11,0.12,0.06,1.42,0.09,0.05,57.57,0.053186338,0.074476725,0.260792952
0,1.48,0.61,0.31,0.11,0.07,0.6,0.72,0.09,0.02,37.52,0.400276029,0.414626394,0.652173913
0,1.4,0.61,-0.04,0.11,0.05,0.59,0.29,0.18,0.03,110.99,0.306639676,0.094667089,0.165876777
0,1.25,0.61,0.25,0.11,0.06,1.38,1.42,0.04,0.01,142.93,-0.19211377,-0.108267519,-0.065335753
0,1.22,0.61,0.12,0.11,0.05,0.76,0.93,0.05,0.03,126.1,0.084984154,0.042047207,-0.041206298
0,1.12,0.61,0.01,0.11,0.09,2.02,0.25,0.36,0.04,11.87,-0.004195582,0.077564516,0.005736138
0,1.12,0.61,0.01,0.11,0.07,0.81,1.02,0.07,0.07,1251.38,0.094912045,0.005795654,-0.016472799
0,1.09,0.61,0.17,0.11,0.07,1.73,0.98,0.07,0.1,12.79,1.26116474,0.00312698,0.219178082
0,0.95,0.61,0.09,0.11,0.02,2.01,0.17,0.12,0.08,31.62,0.857987818,0.087309538,0.166666667
0,4.63,0.6,0.2,0.11,0.15,0.17,0.78,0.19,0.02,146.57,0.19623767,0.667625654,0.314878893
0,1.05,0.6,-0.13,0.11,0.07,0.39,1.62,0.05,0.08,3.27,-0.001605505,-0.131845936,-0.079411765
0,2.69,0.59,0.11,0.11,0.1,0.96,1.09,0.09,0.02,657.14,0.748798572,0.218107594,0.289805825
0,2.36,0.59,0.09,0.11,0.05,1.22,0.63,0.08,0.02,1691.44,0.957206841,0.361281803,0.774324203
0,1.13,0.59,0.47,0.11,0.06,0.07,0.75,0.08,0.05,43.48,-0.020280395,-0.026739479,-0.030425963
0,1.04,0.59,0.05,0.11,0.09,0.49,0.52,0.18,0.07,8.81,0.05842313,0.253983881,-0.090909091
0,0.93,0.59,0.22,0.11,0.02,1.89,1,0.02,0.09,11.81,-0.344822835,-0.200421504,-0.266666667
0,1.88,0.58,-0.03,0.11,0.11,0.63,1.1,0.1,0.04,1024.75,0.029249522,0.05854863,-0.179487179
0,1.61,0.58,0.07,0.11,0.1,1.87,0.46,0.21,0.05,4574.38,0.027582942,0.12060909,0.185389193
0,1.42,0.58,0.54,0.11,0.08,0.07,0.91,0.09,0.06,8.31,0.039307764,0.059512403,0.053763441
0,1.04,0.58,-0.05,0.11,0.06,1.88,1.68,0.04,0.05,43.75,-0.016868492,0.079887092,0.093333333
0,4.58,0.57,0.36,0.11,0.2,0.86,1.18,0.17,0.02,25.03,0.682152095,0.542708333,0.220588235
0,1.5,0.57,-0.02,0.11,0.03,0.65,0.37,0.09,0.03,31.28,0.133278422,0.114424141,-0.171171171
0,1.13,0.57,0.21,0.11,0.07,1.26,1.63,0.04,0.06,61.86,0.198561716,0.096724258,0.025369178
0,2.86,0.56,0.12,0.11,0.11,0.45,1.04,0.11,0.03,76.72,0.668808426,0.641541914,0.5
0,3.36,0.55,-0.14,0.11,0.04,1.94,0.52,0.08,0.01,689.99,0.297577458,0.130255607,0.020441807
0,1.19,0.55,0.48,0.11,0.09,0.05,0.61,0.14,0.06,39.66,0.34640802,0.048955311,-0.130344108
0,0.88,0.54,0.11,0.11,0.07,1.81,0.74,0.1,0.16,3.02,1.733308199,0.32688172,0.657370518
0,1.29,0.53,-0.04,0.11,0.03,0.55,2.52,0.01,0.03,320.51,-0.149591837,0.039651933,-0.098265896
0,1.03,0.53,0.19,0.11,0.05,0.04,1.76,0.03,0.04,211.6,0.171938151,-0.09152245,0.007048617
0,0.81,0.53,0.32,0.11,0.04,0.77,1.54,0.03,0.03,42.49,0.071969538,0.242259547,0.585365854
0,4.91,0.52,0.22,0.11,0.11,0.41,1.34,0.08,0.01,397.93,0.171038578,0.224891472,0.291762753
0,2.69,0.52,0.14,0.11,0.13,1.45,0.55,0.23,0.03,92.94,0.249844246,0.186487591,0.150127226
0,1.42,0.52,-0.03,0.11,0.1,4.71,1.79,0.05,0.04,92.52,0.075275274,0.033086979,-0.049079755
0,4.04,0.51,0.16,0.11,0.22,0.42,1.34,0.17,0.04,16.82,0.690073041,0.454545455,0.062893082
0,1.85,0.51,-0.07,0.11,0.11,0.62,0.61,0.18,0.05,165.04,0.015704603,0.230150551,0.100662252
0,1.05,0.51,0.34,0.11,0.12,1.5,1.62,0.07,0.13,10.91,0.694464568,0.442452374,0.543902439
0,3.07,0.5,0.26,0.11,0.13,0.41,0.84,0.16,0.03,103.68,0.959732428,0.453032458,0.691642651
0,1.98,0.5,-0.02,0.11,0.04,0.52,0.42,0.1,0.02,42.97,0.179711691,0.21886339,0.303149606
0,1.68,0.5,0.03,0.11,0.08,0.19,0.35,0.22,0.03,1340.17,0.888474659,0.198597721,-0.102744722
0,1.38,0.5,-0.02,0.11,0.02,0.67,0.37,0.05,0.03,26.12,0.088387081,-0.030455626,0.006042296
0,1.31,0.5,0.03,0.11,0.03,1.88,0.34,0.1,0.02,1062.76,0.356148075,0.153080257,0.004235876
0,1.14,0.5,0.05,0.11,0.06,0.39,1.14,0.05,0.07,32.11,0.345980845,0.147519776,1.08627451
0,1.1,0.5,0.21,0.11,0.07,0.99,1.44,0.05,0.06,119.38,0.037775863,-0.035980468,0.003802281
0,0.94,0.5,-0.01,0.11,0.06,0.81,0.37,0.17,0.08,586.71,-0.045827634,-0.119283797,-0.017449217
0,5.1,0.48,0.46,0.11,0.18,0.04,0.84,0.22,0.02,166.12,0.595005914,0.167813984,-0.325068871
0,1.43,0.48,0.46,0.11,0.24,0.61,1.1,0.22,0.11,9.8,-0.127459273,1.012096464,-0.236363636
0,1.04,0.48,-0.03,0.11,0.04,2.49,0.92,0.04,0.08,77.71,0.104880894,0.016867821,0.058684754
0,0.98,0.48,0.19,0.11,0.04,2.14,1.66,0.02,0.06,16.03,0.058876137,0.262250439,0.0625
0,2.28,0.47,0.64,0.11,0.2,0.25,1.35,0.15,0.05,22.97,0.137121117,-0.060020776,0.014767932
0,1.34,0.47,0.06,0.11,0.05,0.58,1.14,0.05,0.02,50.64,-0.012823337,-0.008850931,-0.108375
0,3.18,0.46,0.15,0.11,0.07,0.38,0.41,0.17,0.01,4241.54,1.685519461,0.497480397,0.874418605
0,1.48,0.46,0.14,0.11,0.02,0.59,2.32,0.01,0.02,57.9,0.093002055,0.132234208,0.043829787
0,1.2,0.46,0.14,0.11,0.04,0.71,1.02,0.04,0.03,842.56,0.014193553,-0.113311622,0.020361404
0,1.18,0.46,0.56,0.11,0.06,0.43,0.69,0.09,0.03,50.6,0.057337138,0.064542531,0.053030303
0,0.83,0.46,-0.03,0.11,0.02,0.62,0.19,0.11,0.05,180.67,0.070646383,0.771656035,0.226415094
0,1.11,0.45,-0.03,0.11,0.06,1.48,0.48,0.12,0.07,15222.21,0.139639584,0.204626104,-0.036652984
0,6.58,0.44,0.46,0.11,0.31,0.05,0.86,0.36,0.03,56372.72,0.024444444,-0.020469348,-0.032281103
0,2.02,0.44,0.1,0.11,0.01,0.85,0.58,0.01,0.01,155.78,0.114654616,0.031563464,0.117647059
0,1.67,0.44,0.03,0.11,0.1,0.5,0.45,0.23,0.05,57.47,0.467444001,0.27770353,0.430041152
0,0.88,0.44,0,0.11,0.08,1.55,1.02,0.08,0.07,8.58,-0.034012335,0.074032502,0.018518519
0,1.45,0.43,0.01,0.11,0.05,0.95,0.46,0.11,0.02,728.84,1.230999054,0.103907558,1.322580645
0,1.45,0.43,0.43,0.11,0.07,0.35,0.94,0.08,0.07,326.32,0.164832064,0.320372733,0.080039854
0,1.23,0.43,0.34,0.11,0.06,0.74,1.09,0.06,0.06,23.66,0.253900939,0.267160105,0.224719101
0,0.96,0.42,0.26,0.11,0.04,2.39,1.42,0.03,0.03,18.03,0.083495721,0.012748246,0.014372979
0,0.89,0.42,0.1,0.11,0.04,0.54,1.78,0.02,0.07,17.8,-0.174590454,-0.118539279,0.075509522
0,0.88,0.42,0.18,0.11,0.02,0.94,1.2,0.01,0.04,7.54,0.334807257,0.265560881,0.25862069
0,2.28,0.41,0.21,0.11,0.13,0.05,2.44,0.05,0.04,33.5,0.331415773,0.181521916,0.237179487
0,1.5,0.41,-0.25,0.11,0.08,0.75,0.63,0.13,0.06,93.56,-0.035721963,-0.063030669,0
0,1.19,0.41,0.09,0.11,0.04,0.67,1.03,0.04,0.02,146.04,0.342544052,0.485484545,0.451483605
0,1.18,0.41,-0.14,0.11,0.06,0.78,0.45,0.13,0.04,1749.87,0.004521895,0.667547861,0.012496732
0,2.04,0.4,0.58,0.11,0.19,0.05,0.98,0.19,0.09,65.83,0.266803233,1.164959378,0.275471698
0,1.17,0.4,0.39,0.11,0.08,0.77,1.33,0.06,0.06,8.7,0.089181569,0.192398427,0.107526882
0,3.82,0.39,0.49,0.11,0.09,0.04,0.92,0.09,0.02,125.48,1.541793989,0.925846513,0.412803532
0,0.99,0.39,0.21,0.11,0.05,0.27,1.35,0.04,0.04,363.61,-0.047622295,0.244245409,0.190225344
0,0.96,0.39,-0.02,0.11,0.06,1.98,0.24,0.23,0.05,143.37,-0.094758563,0.13063688,0.073887344
0,2.18,0.38,0.05,0.11,0.07,0.92,0.32,0.23,0.02,818.22,0.0755014,0.229113496,0.229508197
0,2.03,0.38,0.41,0.11,0.18,0.17,2.51,0.07,0.06,37.08,-0.032720353,0.455783343,-0.385269122
0,1.15,0.37,0.27,0.11,0.07,0.7,1.94,0.04,0.06,8.62,0.291462327,1.102276626,1.592592593
0,1.85,0.36,0.34,0.11,0.08,0.57,0.69,0.11,0.03,1300.48,-0.079931712,-0.077267259,0.063081519
0,1.63,0.36,0.14,0.11,0.13,0.53,0.66,0.19,0.07,2375.65,0.117398153,0.012333255,0.109538279
0,1.21,0.35,0.21,0.11,0.04,0.14,0.87,0.05,0.02,26.72,0.117642305,0.034213395,0.020422056
0,1.2,0.35,0.01,0.11,0.07,2.11,1.59,0.04,0.04,29.51,-0.050563485,0.019445138,0
0,1.02,0.35,0.01,0.11,0.07,0.83,1.11,0.06,0.06,979.74,-0.193105366,-0.115024882,-0.083271337
0,0.87,0.35,-0.01,0.11,0.07,1.91,0.26,0.26,0.07,91.57,-0.044437261,0.054803595,-0.345367222
0,2.34,0.34,0.2,0.11,0.13,0.28,1.12,0.12,0.04,12.31,0.180219125,0.65784816,0.041666667
0,1.77,0.34,0.5,0.11,0.19,0.02,1.66,0.11,0.08,8.83,0.244318746,0.447682119,0.280991736
0,2.33,0.33,0.37,0.11,0.07,0.34,0.57,0.13,0.02,99.03,0.744904211,0.236343199,0.231481481
0,1.34,0.33,0.02,0.11,0.08,0.42,0.46,0.18,0.07,147.75,-0.014221588,0.162395458,0.104921579
0,1.28,0.33,-0.01,0.11,0.12,1.32,0.4,0.3,0.05,8.83,0.045964494,0.118150403,0
0,0.93,0.33,0.09,0.11,0.04,0.64,1.52,0.03,0.05,19.68,-0.009785714,-0.080759881,-0.100719424
0,0.78,0.33,0.66,0.11,0.02,0.01,0.61,0.04,0.06,5.9,0.044917864,-0.063026166,-0.0875
0,1.36,0.32,0.37,0.11,0.04,0.15,1.91,0.02,0.04,2.82,0.089781284,0.391458733,0.147435897
